Mon Oct 31 21:33:15 +0000 2016,793204212104585216,Botnet #7[netwxrk​.org],STOMP flood,300,"77.87.180.156/32
77.87.181.72/32",80
Mon Oct 31 21:32:45 +0000 2016,793204084010520581,Botnet #7[netwxrk​.org],STOMP flood,30,"77.87.180.156/32
77.87.181.72/32",80
Mon Oct 31 21:32:15 +0000 2016,793203957824970752,Botnet #7[netwxrk​.org],GRE-IP flood,30,"77.87.180.156/32
77.87.181.72/32",80
Mon Oct 31 21:31:37 +0000 2016,793203801557700608,Botnet #7[netwxrk​.org],GRE-ETH flood,30,"77.87.180.156/32
77.87.181.72/32",Not found.
Mon Oct 31 21:26:12 +0000 2016,793202435556773888,Botnet #14,ACK flood,120,41.57.80.0/20,Not found.
Mon Oct 31 20:49:24 +0000 2016,793193177306034176,Botnet #7[netwxrk​.org],GRE-IP flood,600,"77.87.180.1/32
77.87.181.1/32",Not found.
Mon Oct 31 20:44:20 +0000 2016,793191899087663104,Botnet #7[netwxrk​.org],GRE-IP flood,300,"77.87.180.1/32
77.87.181.1/32",Not found.
Mon Oct 31 20:43:37 +0000 2016,793191719500181504,Botnet #7[netwxrk​.org],GRE-IP flood,30,"77.87.180.1/32
77.87.181.1/32",Not found.
Mon Oct 31 20:42:58 +0000 2016,793191557503516672,Botnet #7[netwxrk​.org],GRE-IP flood,30,"77.87.180.156/32
77.87.181.72/32",Not found.
Mon Oct 31 20:40:57 +0000 2016,793191049132900352,Botnet #7[netwxrk​.org],GRE-IP flood,30,195.22.209.126/32,Not found.
Mon Oct 31 20:39:54 +0000 2016,793190785512529920,Botnet #14,GRE-IP flood,300,41.57.81.27/32,Not found.
Mon Oct 31 20:29:57 +0000 2016,793188279822741505,Botnet #14,GRE-IP flood,120,41.57.81.27/32,Not found.
Mon Oct 31 20:18:46 +0000 2016,793185466833113088,Botnet #7[netwxrk​.org],GRE-IP flood,600,77.87.180.156/32,80
Mon Oct 31 20:18:01 +0000 2016,793185279620288512,Botnet #7[netwxrk​.org],GRE-IP flood,30,77.87.180.1/32,Not found.
Mon Oct 31 20:06:44 +0000 2016,793182438495248384,Botnet #7[netwxrk​.org],GRE-IP flood,300,77.87.180.156/32,80
Mon Oct 31 20:03:40 +0000 2016,793181665183076357,Botnet #14,ACK flood,120,41.57.81.27/32,Not found.
Mon Oct 31 20:01:52 +0000 2016,793181213372588032,Botnet #7[netwxrk​.org],GRE-IP flood,120,77.87.180.156/32,80
Mon Oct 31 20:00:28 +0000 2016,793180860338073601,Botnet #7[netwxrk​.org],GRE-IP flood,30,77.87.180.156/32,80
Mon Oct 31 19:55:27 +0000 2016,793179599517523968,Botnet #7[netwxrk​.org],GRE-IP flood,300,138.201.187.85/32,80
Mon Oct 31 19:55:00 +0000 2016,793179485558435841,Botnet #14,UDP flood,30,41.181.189.244/32,Not found.
